rank_unknown,Annotation,locus_tag,WP,protein_id_base,UNIPROTKB,gene_symbol,product,Protein_names,prob_ensemble_with_position,prob_logreg_with_position,prob_rf_with_position,prob_xgb_with_position,prob_ensemble_mean_no_position,prob_logreg_no_position,prob_rf_no_position,prob_xgb_no_position,Gene length,Prob_per_len,Prob_per_kb,chromosome_region_start,chromosome_region_end,filamentous_diazotroph_hits,non_diazotroph_hits,Cyanothece_%ID,diazo_hit_count,diazo_hit_frac,diazo_mean_pident,nondiazo_hit_frac,nondiazo_mean_pident,diazo_minus_nondiazo_mean_pident,has_cyanothece_51142_hit,has_nondiazo_hit_80pct,Cyanothece_Prot,Gloeothece_Prot,anabaena_variabilis_atcc29413__Prot,anabaena_variabilis_atcc29413__pident,anabaena_variabilis_atcc29413__evalue,arthrospira_maxima_cs-328__Prot,arthrospira_maxima_cs-328__pident,arthrospira_maxima_cs-328__evalue,crocosphaera_watsonii_wh8501__Prot,crocosphaera_watsonii_wh8501__pident,crocosphaera_watsonii_wh8501__evalue,cyanothece_sp_atcc51142__Prot,cyanothece_sp_atcc51142__pident,cyanothece_sp_atcc51142__evalue,gloeothece_sp_6803__Prot,gloeothece_sp_6803__pident,gloeothece_sp_6803__evalue,nostoc_azollae_0708__Prot,nostoc_azollae_0708__pident,nostoc_azollae_0708__evalue,nostoc_punctiforme_pcc73102__Prot,nostoc_punctiforme_pcc73102__pident,nostoc_punctiforme_pcc73102__evalue,synechococcus_elongatus_pcc7942__Prot,synechococcus_elongatus_pcc7942__pident,synechococcus_elongatus_pcc7942__evalue
39,all1430,PCC7120DELTA_RS08975,WP_010995602.1,WP_010995602,P11053,PCC7120DELTA_RS08975,2Fe-2S iron-sulfur cluster-binding protein,"Ferredoxin, heterocyst",0.779170755,0.999553856,0.428152396,0.909806,0.915392984,0.9996776,0.827420737,0.9190806,400,0.001947927,1.947926888,1691688,1692088,3.0,0.0,0.0,3,0.375,90.18733333,0.0,,,0.0,0.0,,,sp|P46046|FERH_TRIV2,94.949,6.040000000000001e-58,,,,,,,,,,,,,tr|D7E3T0|D7E3T0_NOSA0,89.899,1.0700000000000001e-64,WP_012407188.1,85.714,3.74e-61,,,
40,asl3721,PCC7120DELTA_RS20320,WP_010997864.1,WP_010997864,Q8YQU5,PCC7120DELTA_RS20320,heavy-metal-associated domain-containing protein,Periplasmic mercuric ion binding protein,0.778079554,0.82270903,0.557805786,0.95372385,0.849022966,0.817836286,0.795157434,0.9340752,295,0.002637558,2.637557811,4492101,4492396,1.0,0.0,0.0,1,0.125,100.0,0.0,,,0.0,0.0,,,tr|Q3M771|Q3M771_TRIV2,100.0,2.68e-40,,,,,,,,,,,,,,,,,,,,,
41,alr4658,PCC7120DELTA_RS24915,WP_010998789.1,WP_010998789,Q8YNA9,PCC7120DELTA_RS24915,hypothetical protein,Alr4658 protein,0.770898164,0.93558739,0.473051326,0.9040558,0.876974182,0.91217059,0.803389955,0.915362,511,0.001508607,1.508606974,5559623,5560134,1.0,0.0,0.0,3,0.375,70.098,0.0,,,0.0,0.0,,,tr|Q3MBK9|Q3MBK9_TRIV2,97.059,1.85e-92,,,,,,,,,,,,,tr|D7E5I2|D7E5I2_NOSA0,55.882,2.1299999999999998e-48,WP_012411042.1,57.353,1.63e-49,,,
42,asl3409,PCC7120DELTA_RS18775,WP_010997559.1,WP_010997559,Q8YRN5,PCC7120DELTA_RS18775,NAD(P) transhydrogenase subunit alpha,proton-translocating NAD(P)(+) transhydrogenase (EC 7.1.1.1),0.770608778,0.935001556,0.474510056,0.9023147,0.858861043,0.931007828,0.760716155,0.88485914,394,0.00195586,1.955859842,4119751,4120145,3.0,0.0,77.419,8,1.0,81.35175,0.0,,,0.0,0.0,tr|B1WRZ9|B1WRZ9_CROS5,tr|B7K6T6|B7K6T6_GLOC7,tr|Q3M7K0|Q3M7K0_TRIV2,93.814,1.22e-60,,,,tr|Q4BYI2|Q4BYI2_CROWT,77.419,3.5000000000000003e-47,tr|B1WRZ9|B1WRZ9_CROS5,77.419,1.18e-47,tr|B7K6T6|B7K6T6_GLOC7,74.227,9.1e-48,tr|D7E120|D7E120_NOSA0,87.629,2.1399999999999997e-48,WP_012408294.1,88.66,8.56e-58,,,
43,alr1276,PCC7120DELTA_RS08215,WP_044520859.1,WP_044520859,,PCC7120DELTA_RS08215,acyltransferase,,0.768669291,0.960624678,0.489903417,0.8554798,0.90469947,0.976280951,0.82879179,0.90902567,928,0.000828307,0.828307425,1515213,1516141,1.0,0.0,0.0,5,0.625,66.884,0.0,,,0.0,0.0,,tr|B7KAH7|B7KAH7_GLOC7,tr|Q3M8S6|Q3M8S6_TRIV2,96.97,1.13e-165,,,,,,,,,,tr|B7KAH7|B7KAH7_GLOC7,45.652,5.55e-59,tr|D7E572|D7E572_NOSA0,70.925,5.4400000000000006e-117,WP_012411407.1,75.221,4.16e-124,,,
44,alr2518,PCC7120DELTA_RS14430,WP_010996674.1,WP_010996674,Q8YU43,PCC7120DELTA_RS14430,cupin domain-containing protein,Alr2518 protein,0.768528537,0.83361632,0.544747397,0.9272219,0.887572817,0.85037127,0.850341388,0.9620058,712,0.001079394,1.079394012,3025432,3026144,1.0,0.0,50.718,8,1.0,63.93275,0.0,,,0.0,0.0,tr|B1WQI4|B1WQI4_CROS5,tr|B7KBK8|B7KBK8_GLOC7,tr|Q3MG10|Q3MG10_TRIV2,97.537,5.34e-148,,,,tr|Q4C082|Q4C082_CROWT,51.675,5.76e-70,tr|B1WQI4|B1WQI4_CROS5,50.718,1.68e-71,tr|B7KBK8|B7KBK8_GLOC7,54.545,1.7900000000000002e-79,tr|D7DZN6|D7DZN6_NOSA0,71.921,1.24e-114,WP_012407149.1,79.803,3.2300000000000003e-124,,,
45,all2564,PCC7120DELTA_RS14640,WP_010996720.1,WP_010996720,,pyk,pyruvate kinase,,0.767208041,0.961333956,0.55562786,0.7846623,0.900343672,0.971255535,0.83529126,0.8944842,1531,0.000501116,0.501115637,3063810,3065341,2.0,0.0,0.0,2,0.25,91.4915,0.0,,,0.0,0.0,,,tr|Q3MFW8|Q3MFW8_TRIV2,98.529,0.0,,,,,,,,,,,,,,,,WP_012406861.1,84.454,0.0,,,
46,asr5349,,,,,,,,0.766611567,0.695018627,0.68564623,0.91916984,0.558136673,0.613108511,0.4744697,0.5868318,310,0.002472941,2.472940537,6384416,6384726,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,alr3715,PCC7120DELTA_RS20290,WP_010997858.1,WP_010997858,Q8YQV1,PCC7120DELTA_RS20290,hypothetical protein,Alr3715 protein,0.766247009,0.999436387,0.43661443,0.8626902,0.827317813,0.999107406,0.654276918,0.8285691,400,0.001915618,1.915617523,4484280,4484680,0.0,0.0,52.525,4,0.5,50.7525,0.0,,,0.0,0.0,tr|B1WVZ2|B1WVZ2_CROS5,tr|B7KDA1|B7KDA1_GLOC7,,,,,,,,,,tr|B1WVZ2|B1WVZ2_CROS5,52.525,3.47e-36,tr|B7KDA1|B7KDA1_GLOC7,48.98,3.2200000000000004e-33,,,,,,,,,
48,alr2374,PCC7120DELTA_RS13700,WP_010996530.1,WP_010996530,Q8YUH2,PCC7120DELTA_RS13700,hypothetical protein,Alr2374 protein,0.764060919,0.952385008,0.547115877,0.7926819,0.815367853,0.954870448,0.662181139,0.829052,490,0.001559308,1.559307999,2856431,2856921,1.0,0.0,0.0,3,0.375,62.08266667,0.0,,,0.0,0.0,,,tr|Q3MGR7|Q3MGR7_TRIV2,91.473,1.28e-72,,,,,,,,,,,,,tr|D7E4Q7|D7E4Q7_NOSA0,47.368,5.449999999999999e-23,WP_012407294.1,47.407,1.59e-25,,,
49,alr1713,PCC7120DELTA_RS10370,WP_010995882.1,WP_010995882,Q8YWA2,PCC7120DELTA_RS10370,Mo-dependent nitrogenase C-terminal domain-containing protein,Alr1713 protein,0.754838492,0.999865299,0.474862825,0.78978735,0.832430894,0.999856313,0.680247273,0.8171891,448,0.001684907,1.684907348,2059171,2059619,1.0,0.0,0.0,4,0.5,73.38925,0.0,,,0.0,0.0,,,tr|Q3MFG0|Q3MFG0_TRIV2,97.391,2.16e-80,,,,tr|Q4C2Y5|Q4C2Y5_CROWT,57.303,6.6000000000000005e-37,,,,,,,tr|D7E4Z2|D7E4Z2_NOSA0,70.796,6.64e-55,WP_012408579.1,68.067,2.1499999999999997e-54,,,
50,all1814,PCC7120DELTA_RS10850,WP_010995982.1,WP_010995982,Q8YW02,PCC7120DELTA_RS10850,hypothetical protein,All1814 protein,0.751742008,0.804073403,0.539195834,0.9119568,0.822869389,0.843580737,0.733598363,0.89142907,670,0.001122003,1.122002997,2180443,2181113,1.0,0.0,0.0,3,0.375,67.52166667,0.0,,,0.0,0.0,,,tr|Q3M3L9|Q3M3L9_TRIV2,96.296,2.0399999999999998e-134,,,,,,,,,,,,,tr|D7DW19|D7DW19_NOSA0,54.545,7.37e-61,WP_012411931.1,51.724,1.23e-61,,,
51,all4376,PCC7120DELTA_RS23555,WP_010998513.1,WP_010998513,Q939U9,PCC7120DELTA_RS23555,glycosyltransferase family 4 protein,All4376 protein (Sucrose-phosphate synthase),0.751680979,0.930432326,0.409971078,0.91463953,0.859418877,0.868475528,0.785259775,0.9245213,1369,0.000549073,0.549073031,5241580,5242949,1.0,0.0,0.0,3,0.375,84.22,0.0,,,0.0,0.0,,,tr|Q3M7X7|Q3M7X7_TRIV2,96.445,0.0,,,,,,,,,,,,,tr|D7DX97|D7DX97_NOSA0,77.305,0.0,WP_012410899.1,78.91,0.0,,,
52,all1439,,,,,,,,0.748954465,0.985056705,0.411749387,0.8500573,0.893472721,0.991084278,0.822002201,0.8673317,427,0.001753992,1.753991722,1698138,1698565,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,all2006,PCC7120DELTA_RS11835,WP_010996167.1,WP_010996167,Q8YVH2,PCC7120DELTA_RS11835,hypothetical protein,All2006 protein,0.748366269,0.965712411,0.496736044,0.78265035,0.854049451,0.970966058,0.730268123,0.8609142,1249,0.000599172,0.599172353,2399453,2400702,1.0,0.0,0.0,2,0.25,67.3185,0.0,,,0.0,0.0,,,tr|Q3M2X3|Q3M2X3_TRIV2,90.13,0.0,,,,,,,,,,,,,,,,WP_012407338.1,44.507,1.55e-95,,,
54,alr5358,PCC7120DELTA_RS28325,WP_010999482.1,WP_010999482,P37694,PCC7120DELTA_RS28325,SDR family NAD(P)-dependent oxidoreductase,Ketoacyl reductase HetN (EC 1.3.1.-),0.74698552,0.968477778,0.530473075,0.7420057,0.619383686,0.963147889,0.416605679,0.4783975,964,0.000774881,0.774881245,6402129,6403093,1.0,0.0,0.0,2,0.25,76.1855,0.0,,,0.0,0.0,,,tr|Q3M9X5|Q3M9X5_TRIV2,96.167,0.0,,,,,,,,,,,,,,,,WP_012409766.1,56.204,8.21e-107,,,
55,asr2016,PCC7120DELTA_RS11885,WP_010996177.1,WP_010996177,Q8YVG2,PCC7120DELTA_RS11885,DUF6679 family protein,Asr2016 protein,0.745222941,0.999961775,0.460427228,0.7752798,0.805048001,0.999958844,0.599107508,0.81607765,394,0.001891429,1.891428785,2410117,2410511,1.0,0.0,0.0,3,0.375,84.79766667,0.0,,,0.0,0.0,,,tr|Q3MHA2|Q3MHA2_TRIV2,100.0,6.25e-68,,,,,,,,,,,,,tr|D7DZS4|D7DZS4_NOSA0,76.042,9e-50,WP_012411643.1,78.351,2.38e-52,,,
56,asl4022,PCC7120DELTA_RS21825,WP_010998162.1,WP_010998162,Q44556,PCC7120DELTA_RS21825,RNA recognition motif domain-containing protein,Putative RNA-binding protein RbpD,0.733814921,1.0,0.399547296,0.80189747,0.775849586,1.0,0.573885634,0.7536631,385,0.001906013,1.906012781,4843777,4844162,2.0,0.0,0.0,3,0.375,85.30333333,0.0,,,0.0,0.0,,,tr|Q3MCI5|Q3MCI5_TRIV2,100.0,8.19e-66,,,,tr|Q4C9P1|Q4C9P1_CROWT,67.021,5.97e-41,,,,,,,tr|D7E2R2|D7E2R2_NOSA0,88.889,5.53e-59,,,,,,
57,all2038,PCC7120DELTA_RS11995,WP_010996199.1,WP_010996199,Q8YVE0,PCC7120DELTA_RS11995,SMP-30/gluconolactonase/LRE family protein,All2038 protein,0.732880909,0.747033872,0.554975529,0.8966333,0.797837037,0.786563167,0.717510329,0.8894376,2332,0.000314271,0.314271402,2437127,2439459,1.0,0.0,0.0,3,0.375,68.085,0.0,,,0.0,0.0,,,tr|Q3ME22|Q3ME22_TRIV2,95.02,0.0,,,,,,,,,,,,,tr|D7E1T0|D7E1T0_NOSA0,55.459,0.0,WP_012409473.1,53.776,0.0,,,
58,alr0267,PCC7120DELTA_RS03305,WP_010994444.1,WP_010994444,Q8Z036,PCC7120DELTA_RS03305,FG-GAP repeat domain-containing protein,Alr0267 protein,0.732721973,0.974236317,0.355254311,0.8686753,0.977221194,0.986830045,0.967822809,0.9770107,1327,0.000552164,0.55216426,286324,287651,1.0,0.0,0.0,3,0.375,75.33366667,0.0,,,0.0,0.0,,,tr|Q3M9E5|Q3M9E5_TRIV2,97.311,0.0,,,,,,,,,,,,,tr|D7DY06|D7DY06_NOSA0,65.625,0.0,WP_012408081.1,63.065,7.88e-177,,,
59,asr1405,PCC7120DELTA_RS08850,WP_010995577.1,WP_010995577,Q8YX13,PCC7120DELTA_RS08850,Asr1405/Asl0597 family protein,Asr1405 protein,0.722913548,0.723354684,0.484334912,0.96105105,0.854274279,0.790267165,0.822199547,0.9503561,340,0.002126216,2.126216316,1670722,1671062,1.0,0.0,61.765,8,1.0,64.92325,0.0,,,0.0,0.0,tr|B1WPC1|B1WPC1_CROS5,tr|B7KI86|B7KI86_GLOC7,tr|Q3M627|Q3M627_TRIV2,100.0,2.93e-54,,,,tr|Q4C2Z3|Q4C2Z3_CROWT,59.42,2.0600000000000001e-22,tr|B1WPC1|B1WPC1_CROS5,61.765,1.81e-24,tr|B7KI86|B7KI86_GLOC7,46.753,5.63e-22,tr|D7E3V9|D7E3V9_NOSA0,75.362,9.4e-31,WP_012407233.1,67.568,5.67e-32,,,
60,all5369,PCC7120DELTA_RS28375,WP_044523375.1,WP_044523375,,PCC7120DELTA_RS28375,DUF1392 domain-containing protein,,0.7228615,0.764808473,0.542520322,0.8612557,0.556976124,0.684819008,0.453778196,0.53233117,583,0.0012399,1.239899657,6411384,6411967,1.0,0.0,0.0,2,0.25,77.919,0.0,,,0.0,0.0,,,tr|Q3M9W7|Q3M9W7_TRIV2,90.066,7.38e-99,,,,,,,,,,,,,,,,WP_012407014.1,65.772,1.3199999999999998e-68,,,
61,alr4492,PCC7120DELTA_RS24110,WP_010998625.1,WP_010998625,Q8YNR9,PCC7120DELTA_RS24110,glycosyltransferase family 2 protein,Alr4492 protein,0.722824032,0.949699676,0.412537167,0.80623525,0.788549911,0.934234054,0.621474685,0.809941,1129,0.000640234,0.640233864,5378687,5379816,1.0,0.0,0.0,1,0.125,97.076,0.0,,,0.0,0.0,,,tr|Q3M7S2|Q3M7S2_TRIV2,97.076,0.0,,,,,,,,,,,,,,,,,,,,,
62,all5036,PCC7120DELTA_RS26765,WP_010999162.1,WP_010999162,Q8YM98,PCC7120DELTA_RS26765,energy transducer TonB,All5036 protein,0.722475682,0.991790386,0.33212794,0.8435087,0.859386463,0.984282398,0.69833425,0.89554274,1513,0.000477512,0.477512017,6006911,6008424,0.0,0.0,0.0,1,0.125,63.951,0.0,,,0.0,0.0,,,tr|Q3MAS3|Q3MAS3_TRIV2,63.951,0.0,,,,,,,,,,,,,,,,,,,,,
63,asr1714,PCC7120DELTA_RS10375,WP_010995883.1,WP_010995883,Q8YWA1,PCC7120DELTA_RS10375,cupin domain-containing protein,Asr1714 protein,0.721374108,0.940740642,0.467390641,0.75599104,0.810568369,0.953789353,0.613746097,0.86416966,373,0.001933979,1.933978843,2059541,2059914,1.0,0.0,0.0,3,0.375,84.44466667,0.0,,,0.0,0.0,,,tr|Q3MFG1|Q3MFG1_TRIV2,96.667,3.5999999999999995e-61,,,,,,,,,,,,,tr|D7E4Z3|D7E4Z3_NOSA0,77.778,8.38e-50,WP_012408580.1,78.889,8.740000000000001e-51,,,
64,alr3370,PCC7120DELTA_RS18580,WP_044521731.1,WP_044521731,,PCC7120DELTA_RS18580,glycosyltransferase family 4 protein,,0.720049369,0.811885584,0.61556289,0.73269963,0.780572511,0.804616675,0.7345146,0.80258626,1390,0.000518021,0.518021129,4078865,4080255,1.0,0.0,0.0,5,0.625,75.6148,0.0,,,0.0,0.0,,tr|B7KCV6|B7KCV6_GLOC7,tr|Q3M7L8|Q3M7L8_TRIV2,96.0,0.0,,,,,,,,,,tr|B7KCV6|B7KCV6_GLOC7,66.998,0.0,tr|D7E3R5|D7E3R5_NOSA0,70.353,0.0,WP_012408265.1,77.725,0.0,,,
65,all2777,PCC7120DELTA_RS15655,WP_010996928.1,WP_010996928,Q9WX37,PCC7120DELTA_RS15655,RNA recognition motif domain-containing protein,Putative RNA-binding protein RbpE,0.718951275,0.99999972,0.48924048,0.6676136,0.772650401,0.999999623,0.58149155,0.73646003,400,0.001797378,1.797378188,3374342,3374742,1.0,0.0,0.0,3,0.375,78.83,0.0,,,0.0,0.0,,tr|B7KAZ7|B7KAZ7_GLOC7,tr|Q3MH83|Q3MH83_TRIV2,98.99,1.0899999999999999e-68,,,,,,,,,,tr|B7KAZ7|B7KAZ7_GLOC7,68.75,3.18e-45,,,,,,,,,
66,asr3621,PCC7120DELTA_RS19830,WP_010997767.1,WP_010997767,Q8YR32,PCC7120DELTA_RS19830,hypothetical protein,Asr3621 protein,0.715421908,0.849128293,0.489698819,0.8074386,0.77996317,0.842367875,0.700104352,0.7974173,325,0.002201298,2.201298179,4373335,4373660,0.0,0.0,0.0,1,0.125,75.714,0.0,,,0.0,0.0,,,tr|Q3M810|Q3M810_TRIV2,75.714,3.32e-32,,,,,,,,,,,,,,,,,,,,,
67,alr3063,PCC7120DELTA_RS17075,WP_044521610.1,WP_044521610,,PCC7120DELTA_RS17075,glycosyltransferase family 2 protein,,0.713823754,0.69909553,0.597718551,0.8446572,0.798784592,0.706150108,0.777044419,0.91315925,1093,0.000653087,0.653086692,3711669,3712762,1.0,0.0,0.0,3,0.375,64.84466667,0.0,,,0.0,0.0,,tr|B7KAI5|B7KAI5_GLOC7,tr|Q3MEW4|Q3MEW4_TRIV2,93.884,0.0,,,,,,,,,,tr|B7KAI5|B7KAI5_GLOC7,50.325,6.079999999999999e-106,,,,,,,,,
68,asl2052,PCC7120DELTA_RS12065,WP_044522904.1,WP_044522904,,PCC7120DELTA_RS12065,hypothetical protein,,0.712023793,0.750869728,0.477530557,0.9076711,0.791098177,0.779810864,0.690727393,0.9027563,397,0.001793511,1.793510814,2459901,2460298,1.0,0.0,0.0,5,0.625,72.1656,0.0,,,0.0,0.0,,tr|B7KBW8|B7KBW8_GLOC7,tr|Q3M8H9|Q3M8H9_TRIV2,97.701,2.6e-60,,,,,,,,,,tr|B7KBW8|B7KBW8_GLOC7,54.118,1.11e-28,tr|D7DWQ7|D7DWQ7_NOSA0,75.581,1.77e-44,WP_012409208.1,79.31,5.55e-50,,,
69,alr2836,PCC7120DELTA_RS15935,WP_010996987.1,WP_010996987,P22639,PCC7120DELTA_RS15935,glycosyltransferase,Uncharacterized glycosyltransferase alr2836 (EC 2.4.-.-),0.708325368,0.867446196,0.459635191,0.7978947,0.871908042,0.898986373,0.790746337,0.9259914,1069,0.000662606,0.662605583,3456147,3457216,1.0,0.0,0.0,1,0.125,94.72,0.0,,,0.0,0.0,,,tr|Q3ME43|Q3ME43_TRIV2,94.72,0.0,,,,,,,,,,,,,,,,,,,,,
70,alr2464,PCC7120DELTA_RS14145,WP_010996620.1,WP_010996620,Q8YU90,PCC7120DELTA_RS14145,T3SS effector HopA1 family protein,Alr2464 protein,0.707978666,0.796353479,0.60987852,0.717704,0.728755489,0.815393852,0.623318194,0.7475544,1189,0.00059544,0.595440425,2962574,2963763,1.0,0.0,0.0,5,0.625,68.4918,0.0,,,0.0,0.0,,tr|B7KC66|B7KC66_GLOC7,tr|Q3MG64|Q3MG64_TRIV2,97.514,0.0,,,,,,,,,,tr|B7KC66|B7KC66_GLOC7,51.143,2.6799999999999997e-126,tr|D7E3W7|D7E3W7_NOSA0,68.144,0.0,WP_012409237.1,74.515,0.0,,,
71,alr5360,PCC7120DELTA_RS28335,WP_010999484.1,WP_010999484,Q8YLE2,PCC7120DELTA_RS28335,formylglycine-generating enzyme family protein,Alr5360 protein,0.699557163,0.887667693,0.464541331,0.74646246,0.632051719,0.842379539,0.512315817,0.5414598,928,0.000753833,0.753833149,6404027,6404955,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,asl2435,PCC7120DELTA_RS13990,WP_010996591.1,WP_010996591,Q8YUB7,PCC7120DELTA_RS13990,hypothetical protein,Asl2435 protein,0.699371405,0.904942322,0.474173699,0.7189982,0.797263462,0.913131413,0.650036454,0.8286225,310,0.002256037,2.256036791,2928825,2929135,1.0,0.0,50.0,4,0.5,61.68675,0.0,,,0.0,0.0,tr|B1WQA2|B1WQA2_CROS5,,tr|Q3MGL4|Q3MGL4_TRIV2,89.394,8.86e-39,,,,,,,tr|B1WQA2|B1WQA2_CROS5,50.0,2.14e-18,,,,,,,WP_012412409.1,57.353,5.83e-24,,,
73,all2965,PCC7120DELTA_RS16590,WP_010997116.1,WP_010997116,Q8YSW4,PCC7120DELTA_RS16590,hypothetical protein,All2965 protein,0.697006108,0.996067664,0.408830506,0.68612015,0.798704353,0.996029045,0.559460276,0.84062374,589,0.001183372,1.183371999,3607080,3607669,1.0,0.0,0.0,1,0.125,94.444,0.0,,,0.0,0.0,,,tr|Q3MEM1|Q3MEM1_TRIV2,94.444,4.51e-98,,,,,,,,,,,,,,,,,,,,,
74,alr2463,PCC7120DELTA_RS14140,WP_010996619.1,WP_010996619,Q8YU91,PCC7120DELTA_RS14140,phosphotransferase family protein,Alr2463 protein,0.692456007,0.723137622,0.623931463,0.73029894,0.73309056,0.756443111,0.652611645,0.7902169,1336,0.000518305,0.518305394,2961198,2962534,1.0,0.0,0.0,3,0.375,78.175,0.0,,,0.0,0.0,,,tr|Q3MG65|Q3MG65_TRIV2,95.134,0.0,,,,,,,,,,,,,tr|D7E3W6|D7E3W6_NOSA0,68.689,0.0,WP_012409236.1,70.702,0.0,,,
75,alr3070,PCC7120DELTA_RS17110,WP_010997221.1,WP_010997221,Q8YSL4,PCC7120DELTA_RS17110,glycosyltransferase family 2 protein,Alr3070 protein,0.692412614,0.733561802,0.506160268,0.8375158,0.775468642,0.732735458,0.705852669,0.8878178,1057,0.000655073,0.655073428,3719885,3720942,1.0,0.0,30.292,3,0.375,51.64133333,0.0,,,0.0,0.0,tr|B1WNL7|B1WNL7_CROS5,,tr|Q3MEX1|Q3MEX1_TRIV2,94.34,0.0,,,,,,,tr|B1WNL7|B1WNL7_CROS5,30.292,1.43e-27,,,,,,,,,,,,
76,alr3824,PCC7120DELTA_RS20835,WP_010997965.1,WP_010997965,Q8YQJ9,PCC7120DELTA_RS20835,Uma2 family endonuclease,Alr3824 protein,0.689832256,0.74351933,0.623440438,0.702537,0.654877094,0.719981128,0.572487324,0.67216283,901,0.00076563,0.765629585,4623077,4623978,2.0,0.0,0.0,3,0.375,70.02266667,0.0,,,0.0,0.0,,,tr|Q3MBY9|Q3MBY9_TRIV2,96.241,0.0,,,,tr|Q4BYT1|Q4BYT1_CROWT,30.677,1.59e-25,,,,,,,,,,WP_012412024.1,83.15,2.36e-165,,,
77,alr4984,PCC7120DELTA_RS26520,WP_044522432.1,WP_044522432,,PCC7120DELTA_RS26520,peptidoglycan-binding domain-containing protein,,0.685938,0.920337806,0.35312848,0.7843477,0.869914023,0.882158694,0.797500278,0.9300831,712,0.000963396,0.963396067,5954040,5954752,1.0,0.0,0.0,3,0.375,57.472,0.0,,,0.0,0.0,,,tr|Q3MAT4|Q3MAT4_TRIV2,94.444,9.29e-138,,,,,,,,,,,,,tr|D7E345|D7E345_NOSA0,35.533,4.06e-36,WP_041565296.1,42.439,4.07e-37,,,
78,alr5361,PCC7120DELTA_RS28340,WP_010999485.1,WP_010999485,Q8YLE1,PCC7120DELTA_RS28340,BMP family protein,Alr5361 protein,0.682774563,0.842862853,0.506263008,0.6991978,0.533205481,0.75274815,0.454232976,0.39263532,1147,0.00059527,0.595269889,6405041,6406188,1.0,0.0,60.665,4,0.5,72.68425,0.0,,,0.0,0.0,tr|B1WP50|B1WP50_CROS5,,tr|Q3M9X3|Q3M9X3_TRIV2,92.264,0.0,,,,,,,tr|B1WP50|B1WP50_CROS5,60.665,2.9e-163,,,,,,,WP_012411037.1,77.143,0.0,,,
79,all3580,PCC7120DELTA_RS19630,WP_010997729.1,WP_010997729,Q8YR70,PCC7120DELTA_RS19630,DUF1822 family protein,All3580 protein,0.682196182,0.791191783,0.527290921,0.72810584,0.708012946,0.787318455,0.610351359,0.726369,1264,0.000539712,0.53971217,4324781,4326045,1.0,0.0,0.0,1,0.125,93.282,0.0,,,0.0,0.0,,,tr|Q3MCQ6|Q3MCQ6_TRIV2,93.282,0.0,,,,,,,,,,,,,,,,,,,,,
80,all5359,,,,P37695,,,4'-phosphopantetheinyl transferase HetI (EC 2.7.8.-),0.677061514,0.827296257,0.479994644,0.72389364,0.532261393,0.7956238,0.352931843,0.44822854,583,0.001161341,1.161340505,6403129,6403712,0.0,0.0,0.0,0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,all0349,PCC7120DELTA_RS03685,WP_010994525.1,WP_010994525,Q8YZV6,PCC7120DELTA_RS03685,2TM domain-containing protein,All0349 protein,0.675363075,0.999770243,0.26814343,0.75817555,0.91785321,0.999852757,0.821439683,0.9322672,517,0.001306312,1.306311557,400810,401327,1.0,0.0,0.0,3,0.375,73.595,0.0,,,0.0,0.0,,,tr|Q3M9C6|Q3M9C6_TRIV2,95.652,2.26e-94,,,,,,,,,,,,,tr|D7E3I7|D7E3I7_NOSA0,70.588,1.9499999999999998e-48,WP_012409361.1,54.545,3.4e-37,,,
82,alr2947,PCC7120DELTA_RS16495,WP_010997098.1,WP_010997098,Q8YSY2,PCC7120DELTA_RS16495,DUF6006 family protein,Alr2947 protein,0.67437094,0.999867872,0.419011445,0.6042335,0.741913218,0.999851782,0.521434642,0.70445323,532,0.001267615,1.267614549,3585282,3585814,1.0,0.0,0.0,1,0.125,90.909,0.0,,,0.0,0.0,,,tr|Q3MEK7|Q3MEK7_TRIV2,90.909,6.8e-98,,,,,,,,,,,,,,,,,,,,,
83,asl1749,PCC7120DELTA_RS10540,WP_010995917.1,WP_010995917,Q8YW67,PCC7120DELTA_RS10540,hypothetical protein,Asl1749 protein,0.672946496,0.725667242,0.522189564,0.7709827,0.763884786,0.771691938,0.658967485,0.86099494,373,0.001804146,1.804146102,2103487,2103860,1.0,0.0,0.0,3,0.375,63.19933333,0.0,,,0.0,0.0,,,tr|Q3MGH3|Q3MGH3_TRIV2,96.667,5.800000000000001e-56,,,,,,,,,,,,,tr|D7E060|D7E060_NOSA0,36.264,4.42e-13,WP_012410194.1,56.667,3.8800000000000005e-32,,,
84,alr2246,PCC7120DELTA_RS13085,WP_231865537.1,WP_231865537,,PCC7120DELTA_RS13085,gas vesicle protein,,0.672447488,0.852096406,0.451835681,0.7134104,0.746240202,0.878400035,0.5625698,0.7977508,442,0.001521374,1.521374408,2701050,2701492,1.0,0.0,0.0,1,0.125,93.182,0.0,,,0.0,0.0,,,tr|Q3MH39|Q3MH39_TRIV2,93.182,6.56e-54,,,,,,,,,,,,,,,,,,,,,
