Annotation,ENS_PRED,Gene length,Prob_per_len,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names
all3902,0.4321367060057478,1702,0.0002538993572301691,all3902,Q8YQD1,WP_010998043,0.0,5.0,0.0,5.0,91.49375,All3902 protein
alr4067,0.4318897538610812,598,0.0007222236686640154,alr4067,Q8YPX3,WP_010998207,,,,,,Alr4067 protein
alr1396,0.4318136352141748,1576,0.000273993423359248,alr1396,Q8YX22,WP_010995568,0.0,5.0,0.0,5.0,91.18775,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)
asl4317,0.4309377381290182,337,0.0012787469974154843,asl4317,Q8YP82,WP_010998455,,,,,,Asl4317 protein
all4802,0.4308534605189731,427,0.0010090244977025132,all4802,Q8YMX2,WP_010998932,,,,,,Small ribosomal subunit protein bS6 (30S ribosomal protein S6)
all0337,0.4301665756015064,466,0.0009231042394882112,all0337,Q8YZW8,WP_010994513,,,,,,All0337 protein
all3580,0.4300337474554756,1264,0.00034021657235401554,all3580,Q8YR70,WP_010997729,,,,,,All3580 protein
alr2936,0.4295118712530226,1705,0.0002519131209695147,alr2936,Q8YSZ3,WP_010997087,0.0,5.0,0.0,5.0,87.112,Bifunctional pantoate ligase/cytidylate kinase [Includes: Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme); Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)]
alr4168,0.4292986610809901,1372,0.0003128998987470773,alr4168,Q8YPM5,WP_010998307,0.0,5.0,0.0,5.0,86.72775,Alr4168 protein
all3660,0.429099360581136,778,0.0005515415945772956,all3660,Q8YR00,WP_010997804,1.0,5.0,0.0,5.0,99.55575,Two-component response regulator
all1303,0.4286421268139818,1513,0.0002833060983568948,all1303,Q8YXB2,WP_010995475,,,,,,Na+/H+ antiporter
all2029,0.4285526051490635,1363,0.00031441863914091235,all2029,Q8YVE9,WP_010996190,,,,,,Heme biosynthesis protein
alr5318,0.4280864181465729,907,0.00047198061537659635,alr5318,Q8YLI0,WP_010999442,,,,,,Potassium channel protein
all4337,0.4276898398623314,1330,0.00032157130816716647,all4337,Q8YP63,WP_010998475,3.0,9.0,4.0,5.0,92.97075,Elongation factor Tu (EF-Tu) (EC 3.6.5.3)
all4578,0.4266110686893443,709,0.0006017081363742515,all4578,Q8YNI7,WP_010998710,,,,,,All4578 protein
alr2517,0.4264444651324628,586,0.0007277209302601755,alr2517,Q8YU44,WP_010996673,,,,,,Alr2517 protein
all2040,0.4251215197205404,1219,0.0003487461195410504,all2040,Q8YVD8,WP_010996201,,,,,,All2040 protein
all1814,0.4248492128880549,670,0.0006341033028179924,all1814,Q8YW02,WP_010995982,,,,,,All1814 protein
alr2522,0.4247491508795352,526,0.0008075078914059604,alr2522,Q8YU39,WP_010996678,,,,,,Alr2522 protein
asr2523,0.4227508161804332,376,0.0011243372770756203,asr2523,Q8YU38,WP_010996679,,,,,,Asr2523 protein
alr0996,0.4195743900031908,1567,0.000267756470965661,alr0996,Q8YY56,WP_010995170,,,,,,Protease
all2105,0.419467360578249,724,0.0005793748074285208,all2105,Q8YV76,WP_010996263,,,,,,FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)
all4342,0.4183848788863898,523,0.000799971087736883,all4342,Q8YP58,WP_010998479,2.0,5.0,0.0,5.0,89.97149999999999,Mannose-6-phosphate isomerase
alr4784,0.4179240160742832,1360,0.0003072970706428553,alr4784,Q8YMZ0,WP_044522336,3.0,10.0,5.0,5.0,94.11225,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)
all4962,0.4177466393660191,1363,0.0003064905644651644,all4962,Q8YMH1,WP_010999088,,,,,,All4962 protein
all4179,0.416397272713951,1882,0.00022125253597978268,all4179,Q8YPL5,WP_010998318,,,,,,All4179 protein
all4904,0.4160928674937409,805,0.0005168855496816658,all4904,Q8YMM9,WP_010999030,,,,,,All4904 protein
alr1622,0.4158380956104209,700,0.0005940544223006013,alr1622,Q8YWJ1,WP_010995791,,,,,,Alr1622 protein
alr2484,0.4157524145643533,847,0.0004908529097572058,alr2484,Q8YU70,WP_010996640,1.0,5.0,0.0,5.0,92.885,Alr2484 protein
alr5053,0.4157248746307702,1915,0.00021708870737899226,alr5053,Q8YM83,WP_010999179,0.0,5.0,0.0,5.0,89.47825,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)
alr0598,0.4149932382461609,796,0.000521348289253971,alr0598,Q8YZ81,WP_010994774,,,,,,Alr0598 protein
all2038,0.4143379929965558,2332,0.00017767495411516115,all2038,Q8YVE0,WP_010996199,,,,,,All2038 protein
alr1585,0.4141417826078069,1510,0.0002742660811972231,alr1585,Q8YWM0,WP_010995754,,,,,,Alr1585 protein
alr1595,0.4140593583927545,1978,0.00020933233488005788,alr1595,P22704,WP_010995764,4.0,9.0,4.0,5.0,96.6,DNA-directed RNA polymerase subunit gamma (RNAP subunit gamma) (EC 2.7.7.6) (RNA polymerase subunit gamma) (Transcriptase subunit gamma)
all4497,0.4131751494461356,703,0.0005877313647882441,all4497,Q8YNR5,WP_010998630,,,,,,All4497 protein
alr4823,0.4125302447998639,808,0.0005105572336631979,alr4823,Q8YMV3,WP_010998951,,,,,,Alr4823 protein
alr3754,0.4121966525672012,1402,0.0002940061715885886,alr3754,Q8YQR5,WP_010997895,,,,,,Alr3754 protein
asl1434,0.4121413454565861,316,0.0013042447641031206,asl1434,Q44148,WP_010995606,,,,,,UPF0437 protein asl1434
all4432,0.4108968130791379,2305,0.00017826325947034182,all4432,Q8YNX7,WP_010998567,,,,,,non-specific protein-tyrosine kinase (EC 2.7.10.2)
alr3887,0.4105906296096244,1486,0.00027630594186381184,alr3887,Q8YQE6,WP_010998028,1.0,9.0,4.0,5.0,92.2875,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase) (NoArgH)
alr3074,0.4093504029438796,1150,0.0003559568721251127,alr3074,Q8YSL0,WP_010997225,,,,,,UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)
all1431,0.4088037524248789,472,0.0008661096449679637,all1431,P18501,WP_010995603,,,,,,Protein HesB
alr4658,0.4079157646280371,511,0.0007982695980979199,alr4658,Q8YNA9,WP_010998789,,,,,,Alr4658 protein
all2099,0.4076484757283305,871,0.00046802350829888695,all2099,Q8YV82,WP_010996257,,,,,,All2099 protein
all4339,0.4075853278627449,571,0.000713809681020569,all4339,Q8YP61,WP_010998477,0.0,5.0,0.0,5.0,95.8335,Small ribosomal subunit protein uS7 (30S ribosomal protein S7)
all1433,0.4074740405095586,418,0.0009748182787310014,all1433,Q44149,WP_010995605,,,,,,Nitrogenase-stabilizing/protective protein NifW
all2846,0.4069828533111032,1723,0.00023620595084799953,all2846,Q8YT80,WP_010996997,3.0,10.0,5.0,5.0,93.10175,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)
all4191,0.4060370950243332,1048,0.0003874399761682569,all4191,Q8YPK3,WP_010998330,0.0,5.0,0.0,5.0,95.697,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)
all1435,0.4054764040912876,577,0.0007027320694823008,all1435,Q44147,WP_010995607,,,,,,All1435 protein
asr0690,0.4052749648109217,325,0.0012469998917259129,asr0690,Q8YZ00,WP_010994865,,,,,,Asr0690 protein
asr3294,0.4050216614081047,376,0.001077185269702406,asr3294,Q8YRZ8,WP_010997445,0.0,5.0,0.0,5.0,89.56049999999999,Asr3294 protein
all2391,0.4047999496399077,1237,0.0003272432899271687,all2391,P46080,WP_010996547,1.0,5.0,0.0,5.0,95.23825,Uncharacterized protein all2391
all4289,0.4045995421555859,697,0.0005804871479994059,all4289,Q8YPA9,WP_010998427,0.0,5.0,0.0,5.0,86.86875,Photosystem I assembly protein Ycf4
alr4512,0.4045639806330866,1402,0.00028856204039449826,alr4512,Q8YNQ2,WP_010998645,,,,,,Sulfide-quinone reductase
alr3078,0.4041703243267786,1105,0.0003657649993907498,alr3078,Q8YSK7,WP_010997229,,,,,,Alr3078 protein
alr2520,0.4040800611689192,616,0.0006559741252742195,alr2520,Q8YU41,WP_010996676,,,,,,Alr2520 protein
all4982,0.401155936249405,862,0.00046537811629861366,all4982,Q8YMF2,WP_010999108,,,,,,All4982 protein
alr4738,0.4007187040466173,1573,0.00025474806360242677,alr4738,Q8YN32,WP_010998869,,,,,,Transcriptional regulator
alr2660,0.4007027052398648,1165,0.0003439508199483818,alr2660,Q8YTQ3,WP_010996816,,,,,,Alr2660 protein
all3922,0.4003173545529855,1057,0.0003787297583282739,all3922,Q8YQB1,WP_010998063,0.0,5.0,0.0,5.0,87.85425000000001,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase subunit alpha; Isoaspartyl peptidase/L-asparaginase subunit beta]
alr3281,0.3999575622071531,706,0.0005665121277721716,alr3281,Q8YS11,WP_010997432,,,,,,Alr3281 protein
alr5303,0.3995166774081509,493,0.0008103786560003061,alr5303,Q8YLJ5,WP_010999427,0.0,5.0,0.0,5.0,89.23075,Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)
alr4066,0.3981716521408425,493,0.0008076504100219928,alr4066,Q8YPX4,WP_010998206,,,,,,Alr4066 protein
asl3523,0.3975428088966814,334,0.0011902479308283874,asl3523,Q8YRC5,WP_010997673,0.0,5.0,0.0,5.0,87.92275000000001,Asl3523 protein
alr1148,0.3973382192357095,1195,0.00033250060187088663,alr1148,Q8YXR3,WP_010995321,,,,,,Alr1148 protein
all3866,0.3968397225488527,1156,0.00034328695722219094,all3866,Q8YQG5,WP_010998007,,,,,,All3866 protein
all1395,0.3966982378816166,523,0.00075850523495529,all1395,Q8YX23,WP_010995567,,,,,,All1395 protein
alr4448,0.3965778102513473,1249,0.0003175162612100459,alr4448,Q8YNW3,WP_010998581,,,,,,Beta-xylanase (EC 3.2.1.8)
alr0228,0.3965706661081269,904,0.0004386843651638572,alr0228,Q8Z073,WP_010994405,,,,,,Alr0228 protein
all2200,0.3963281808923357,661,0.0005995887759339421,all2200,Q8YUY1,WP_010996358,,,,,,All2200 protein
alr1155,0.3962866972074758,1267,0.00031277560947709217,alr1155,Q8YXQ7,WP_010995328,0.0,5.0,0.0,5.0,89.97800000000001,Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)
alr4232,0.3962570399501947,1612,0.0002458170223016096,alr4232,Q8YPG2,WP_010998370,2.0,5.0,0.0,5.0,92.644,L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)
asl2850,0.3961649775474614,337,0.0011755637315948408,asl2850,Q8YT76,WP_010997001,,,,,,Asl2850 protein
all3841,0.3961606496361697,838,0.00047274540529375857,all3841,Q44240,WP_010997982,2.0,5.0,0.0,5.0,94.388,NAD(P)H-quinone oxidoreductase subunit K (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K) (NDH-1 subunit K) (NDH-K)
all1430,0.3961354123187299,400,0.0009903385307968248,all1430,P11053,WP_010995602,0.0,5.0,0.0,5.0,90.36775,"Ferredoxin, heterocyst"
all5073,0.3949552695032816,1528,0.0002584785795178544,all5073,Q8YM67,WP_010999199,,,,,,All5073 protein
alr3646,0.3948568702181377,703,0.0005616740685891006,alr3646,Q8YR12,WP_010997790,,,,,,Transcriptional regulator
all4189,0.3943838594271322,949,0.0004155783555607294,all4189,Q8YPK5,WP_010998328,0.0,5.0,0.0,5.0,89.07300000000001,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)
alr4570,0.3939249003504703,775,0.0005082901940006068,alr4570,Q8YNJ5,WP_010998702,,,,,,Glutathione S-transferase
asr3387,0.3937267581155159,358,0.0010997954137304913,asr3387,Q8YRQ7,WP_010997537,,,,,,Asr3387 protein
all4188,0.3936428714128512,556,0.0007079907759223943,all4188,Q8YPK6,WP_010998327,0.0,5.0,0.0,5.0,92.60525,Large ribosomal subunit protein uL13 (50S ribosomal protein L13)
alr3647,0.3936103338937884,1405,0.0002801497038389953,alr3647,Q8YR11,WP_010997791,,,,,,Alr3647 protein
alr4629,0.3934113512239583,1048,0.0003753925107098839,alr4629,Q8YND7,WP_010998760,,,,,,Alr4629 protein
alr2717,0.3933975660017818,1444,0.00027243598753585996,alr2717,Q8YTK0,WP_010996870,0.0,5.0,0.0,5.0,93.091,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT (EC 6.3.5.13)
alr2709,0.3932027115195844,970,0.0004053636201232829,alr2709,Q8YTK8,WP_010996862,,,,,,Alr2709 protein
all4295,0.3928264312264932,583,0.0006738017688276041,all4295,Q8YPA4,WP_010998433,,,,,,All4295 protein
alr0944,0.3928161647815164,622,0.0006315372424140135,alr0944,Q8YYA7,WP_010995118,,,,,,Alr0944 protein
all4192,0.3912743645675271,496,0.0007888596059829175,all4192,Q8YPK2,WP_010998331,3.0,10.0,5.0,5.0,99.42775,Small ribosomal subunit protein uS11 (30S ribosomal protein S11)
alr1398,0.3903168878855854,2635,0.00014812785118997548,alr1398,Q8YX20,WP_010995570,,,,,,Alr1398 protein
all3083,0.3902993304355355,1369,0.00028509812303545326,all3083,Q8YSK2,WP_010997234,,,,,,All3083 protein
alr3751,0.3894642327332729,1267,0.0003073908703498602,alr3751,Q8YQR8,WP_010997892,0.0,5.0,0.0,5.0,91.4205,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)
asr1486,0.3894479848536254,283,0.0013761412892354255,asr1486,Q8YWV8,WP_010995656,,,,,,Asr1486 protein
asl3726,0.3884743483668529,280,0.0013874083870244747,asl3726,Q8YQU0,WP_010997869,,,,,,CAB/ELIP/HLIP superfamily
alr2483,0.3883521516116845,703,0.000552421268295426,alr2483,Q8YU71,WP_010996639,,,,,,Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)
all3275,0.3879275618809412,2770,0.0001400460512205564,all3275,Q8YS17,WP_010997426,,,,,,histidine kinase (EC 2.7.13.3)
asl2435,0.3878551189962069,310,0.0012511455451490545,asl2435,Q8YUB7,WP_010996591,,,,,,Asl2435 protein
asr3886,0.3875805522032321,307,0.0012624773687401698,asr3886,Q8YQE7,WP_010998027,,,,,,Asr3886 protein
all0349,0.3868446819739755,517,0.0007482489013036276,all0349,Q8YZV6,WP_010994525,,,,,,All0349 protein
all1371,0.3861796842197129,820,0.000470950834414284,all1371,Q8YX46,WP_010995543,0.0,5.0,0.0,5.0,92.26725,Polyphosphate glucokinase
alr2885,0.3858580499626504,427,0.0009036488289523428,alr2885,Q8YT41,WP_010997036,3.0,10.0,5.0,5.0,95.941,Circadian clock oscillator protein KaiB
all5304,0.3852507298625489,1597,0.00024123401995150212,all5304,Q8YLJ4,WP_010999428,,,,,,All5304 protein
alr5285,0.3847541841243182,1081,0.00035592431463859223,alr5285,Q8YLL3,WP_010999409,0.0,5.0,0.0,5.0,93.17475,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)
all2364,0.3847086877473291,1051,0.00036604061631525126,all2364,Q8YUI2,WP_010996520,0.0,5.0,0.0,5.0,92.4155,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)
alr5256,0.3841604763198066,925,0.0004153086230484396,alr5256,Q8YLP0,WP_010999380,,,,,,Biotin acetyl-CoA carboxylase ligase
all4201,0.3835088809887357,649,0.0005909227750211645,all4201,Q8YPJ3,WP_010998339,0.0,5.0,0.0,5.0,91.59525,Large ribosomal subunit protein uL6 (50S ribosomal protein L6)
alr4870,0.3826678638884075,2212,0.00017299632183020232,alr4870,Q8YMR3,WP_010998996,,,,,,Subtilase family peptidase
alr3676,0.3823761438382934,2050,0.00018652494821380164,alr3676,Q8YQY4,WP_010997820,,,,,,Alr3676 protein
asr3834,0.3822046058834759,298,0.0012825657915552882,asr3834,Q8YQI9,WP_010997975,,,,,,Asr3834 protein
all2459,0.3819806365068114,1429,0.00026730625367866437,all2459,Q8YU95,WP_010996615,,,,,,All2459 protein
all3013,0.3819394858379177,844,0.0004525349358269167,all3013,Q8YSS1,WP_010997164,0.0,5.0,0.0,5.0,90.7755,All3013 protein
all3093,0.3818839917217079,1621,0.00023558543597884508,all3093,Q8YSJ2,WP_010997244,0.0,5.0,0.0,5.0,90.33775,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]
alr2718,0.3818285768453897,922,0.00041413077748957665,alr2718,Q8YTJ9,WP_010996871,0.0,5.0,0.0,5.0,90.88475,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2)
all1339,0.3817816427276732,958,0.0003985194600497632,all1339,Q8YX76,WP_010995511,,,,,,All1339 protein
all4475,0.3811625966644392,2830,0.00013468642991676296,all4475,Q8YNT6,WP_010998608,,,,,,All4475 protein
alr3917,0.3810481373899732,1444,0.00026388375165510607,alr3917,Q8YQB6,WP_010998058,,,,,,Alr3917 protein
alr2268,0.3802387057995979,838,0.000453745472314556,alr2268,Q8YUR7,WP_010996425,0.0,5.0,0.0,5.0,89.423,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)
alr0692,0.3786776589772331,577,0.0006562871039466778,alr0692,Q8YYZ9,WP_010994867,,,,,,Alr0692 protein
alr0508,0.3783544909815823,664,0.0005698109803939492,alr0508,Q8YZF2,WP_010994684,,,,,,Alr0508 protein
alr3069,0.3772476502183594,1282,0.000294264937767831,alr3069,Q8YSL5,WP_010997220,,,,,,Alr3069 protein
all2303,0.3771036505081215,1420,0.0002655659510620574,all2303,Q8YUN6,WP_010996459,0.0,5.0,0.0,5.0,88.83225,Dihydroorotase
alr3428,0.3768754885981488,457,0.0008246728415714416,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20)
alr3428,0.3768754885981488,457,0.0008246728415714416,alr3428,Q8YRL8,WP_010997578,3.0,10.0,5.0,5.0,95.33875,Large ribosomal subunit protein bL20 (50S ribosomal protein L20)
alr3790,0.3766669484018729,556,0.0006774585402911384,alr3790,Q8YQN0,WP_010997931,,,,,,Alr3790 protein
asr0697,0.3766577313401096,316,0.0011919548460130052,asr0697,Q8YYZ4,WP_010994872,,,,,,Tautomerase (EC 5.3.2.-)
asl2047,0.376025267511753,319,0.0011787625940807304,asl2047,Q8YVD1,WP_010996208,,,,,,Asl2047 protein
all4445,0.3752982146368621,598,0.0006275889876870604,all4445,Q8YNW6,WP_010998578,,,,,,All4445 protein
alr3096,0.3751643595301927,1060,0.0003539286410662196,alr3096,Q8YSI9,WP_010997247,,,,,,Phosphate permease
alr4995,0.3749243263046158,2212,0.00016949562671998906,alr4995,Q8YMD9,WP_010999121,1.0,5.0,0.0,5.0,92.42525,Bifunctional arginine dihydrolase/ornithine cyclodeaminase AgrE (Arginine-guanidine removing enzyme) [Includes: Arginine dihydrolase (Arg dihydrolase) (EC 3.5.3.27); Ornithine cyclodeaminase (OCD) (EC 4.3.1.12)]
all4182,0.3734500678850462,1702,0.00021941837126030918,all4182,Q8YPL2,WP_010998321,0.0,5.0,0.0,5.0,89.38024999999999,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)"
alr5368,0.3732827911946454,1039,0.0003592712138543267,alr5368,Q8YLD4,WP_010999492,,,,,,Permease protein of sugar ABC transporter
all2098,0.3728269624909215,478,0.0007799727248764049,all2098,Q8YV83,WP_010996256,,,,,,Probable membrane transporter protein
asl0514,0.3719668922611249,319,0.0011660404146116767,asl0514,Q8YZE6,WP_010994690,,,,,,CAB/ELIP/HLIP superfamily
all5339,0.3712681267986666,700,0.0005303830382838094,all5339,Q8YLF9,WP_010999463,,,,,,Phycocyanobilin lyase CpcT (EC 4.-.-.-)
all3776,0.3710222692461736,565,0.0006566765827365905,all3776,Q8YQP4,WP_010997917,,,,,,All3776 protein
alr4150,0.3703986212600109,871,0.00042525674082664856,alr4150,Q8YPP3,WP_010998289,1.0,5.0,0.0,5.0,93.00925,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)
all3976,0.3703507087791159,1381,0.0002681757485728573,all3976,Q8YQ59,WP_010998117,0.0,5.0,0.0,5.0,90.0235,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
alr0718,0.3702480194573406,1930,0.00019183835205043555,alr0718,Q8YYX4,WP_010994893,,,,,,Penicillin-binding protein
alr1722,0.3696942942892531,1036,0.000356847774410476,alr1722,Q8YW93,WP_010995891,,,,,,Alr1722 protein
alr3640,0.3692467445540476,640,0.0005769480383656994,alr3640,Q8YR18,WP_010997784,,,,,,Alr3640 protein
asl3777,0.3690354277255198,343,0.0010759050371006407,asl3777,Q8YQP3,WP_010997918,,,,,,Asl3777 protein
asl1262,0.3679514659289629,319,0.0011534528712506674,asl1262,Q8YXF1,WP_010995434,,,,,,Asl1262 protein
alr3091,0.3675332961293707,829,0.00044334535118138805,alr3091,Q8YSJ4,WP_010997242,,,,,,Alr3091 protein
asr3621,0.3674638454276178,325,0.0011306579859311316,asr3621,Q8YR32,WP_010997767,,,,,,Asr3621 protein
all1214,0.3670610863377601,1063,0.0003453067604306304,all1214,Q8YXJ9,WP_010995386,,,,,,Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)
alr5367,0.3663198504478604,1153,0.000317710191195022,alr5367,Q8YLD5,WP_010999491,,,,,,Permease protein of sugar ABC transporter
all1683,0.3659017556435939,1279,0.0002860842499168052,all1683,Q8YWD0,WP_010995852,,,,,,phosphoserine transaminase (EC 2.6.1.52)
asl4206,0.3657507840921454,346,0.0010570831910177612,asl4206,Q8YPI8,WP_010998344,2.0,7.0,2.0,5.0,93.48,Small ribosomal subunit protein uS17 (30S ribosomal protein S17)
all2506,0.3656037329116752,1072,0.00034104825831312983,all2506,Q8YU50,WP_010996662,,,,,,Cyanophycinase (EC 3.4.15.6)
alr2502,0.3654978795094079,2149,0.00017007811982755136,alr2502,Q8YU54,WP_010996658,,,,,,Serine/threonine kinase
all1987,0.3653938764058156,610,0.0005990063547636321,all1987,Q8YVJ1,WP_010996148,,,,,,All1987 protein
alr4169,0.365212572761534,559,0.0006533319727397746,alr4169,Q8YPM4,WP_010998308,,,,,,Ribosomal silencing factor RsfS
alr2841,0.3649491162313207,1525,0.00023931089588939062,alr2841,Q8YT85,WP_010996992,,,,,,Alr2841 protein
all5334,0.3647615765135517,1330,0.00027425682444627943,all5334,Q8YLG4,WP_010999458,,,,,,Alcohol dehydrogenase
all1318,0.3646248480847998,3145,0.0001159379485166295,all1318,Q8YX97,WP_010995490,,,,,,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)
asr4648,0.3637981457727274,337,0.0010795197203938497,asr4648,Q8YNB9,WP_010998779,0.0,5.0,0.0,5.0,95.8335,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
